
soup time 1596 pop 85 ratio 1.0 space 1600 30 1518 27 rule lifelib g3r2b7t7s7t9 sumpop 136896 
soup time 1596 pop 198 ratio 1.0 space 1600 30 1485 32 rule lifelib g3r2b7t8s7t9 sumpop 318684 
soup time 1596 pop 180 ratio 1.0 space 1600 30 1511 28 rule lifelib g3r2b7t9s7t9 sumpop 290280 
soup time 1596 pop 207 ratio 1.0 space 1600 30 1418 32 rule lifelib g3r2b7t10s7t9 sumpop 333648 
soup time 1596 pop 153 ratio 1.0 space 1600 30 1230 36 rule lifelib g3r2b7t11s7t9 sumpop 248940 
soup time 1596 pop 207 ratio 1.0 space 1600 30 1567 36 rule lifelib g3r2b7t12s7t9 sumpop 334956 
soup time 1596 pop 171 ratio 1.0 space 1600 30 1564 36 rule lifelib g3r2b7t13s7t9 sumpop 279288 
soup time 1596 pop 305 ratio 1.0 space 1600 30 1467 34 rule lifelib g3r2b7t14s7t9 sumpop 497700 
soup time 1596 pop 270 ratio 1.0 space 1600 30 1542 27 rule lifelib g3r2b7t7s7t10 sumpop 459252 
soup time 1596 pop 370 ratio 1.0 space 1600 30 2094 660 rule lifelib g3r2b7t8s7t10 sumpop 622620 
soup time 780 pop 411 ratio 1.0 space 1600 30 1421 806 rule lifelib g3r2b7t9s7t10 sumpop 358860 
soup time 1188 pop 235 ratio 1.0 space 1600 30 1585 803 rule lifelib g3r2b7t10s7t10 sumpop 310968 
soup time 1596 pop 207 ratio 1.0 space 1600 30 1486 33 rule lifelib g3r2b7t11s7t10 sumpop 375336 
soup time 1596 pop 153 ratio 1.0 space 1600 30 1241 35 rule lifelib g3r2b7t12s7t10 sumpop 323904 
soup time 1596 pop 198 ratio 1.0 space 1600 30 1434 36 rule lifelib g3r2b7t13s7t10 sumpop 431772 
soup time 1596 pop 198 ratio 1.0 space 1600 30 1568 29 rule lifelib g3r2b7t14s7t10 sumpop 413496 
soup time 1596 pop 9602 ratio 0.7 space 1600 30 1566 310 rule lifelib g3r2b7t7s7t11 sumpop 20848236 
soup time 1236 pop 127225 ratio 1.9 space 1600 30 2377 809 rule lifelib g3r2b7t8s7t11 sumpop 85118364 
soup time 768 pop 186207 ratio 2.1 space 1600 30 2147 811 rule lifelib g3r2b7t9s7t11 sumpop 72696732 
soup time 768 pop 229150 ratio 2.1 space 1600 30 2186 803 rule lifelib g3r2b7t10s7t11 sumpop 88853388 
soup time 708 pop 282012 ratio 2.1 space 1600 30 2082 677 rule lifelib g3r2b7t11s7t11 sumpop 102619428 
soup time 600 pop 332737 ratio 2.0 space 1600 30 2074 648 rule lifelib g3r2b7t12s7t11 sumpop 103394424 
soup time 552 pop 363770 ratio 2.0 space 1600 30 2133 679 rule lifelib g3r2b7t13s7t11 sumpop 103348884 
soup time 528 pop 370693 ratio 2.0 space 1600 30 2162 675 rule lifelib g3r2b7t14s7t11 sumpop 101789520 

soup time 1596 pop 148 ratio 1.0 space 1600 30 1489 27 rule lifelib g3r2b7t7s7t9 sumpop 238164 
soup time 1596 pop 189 ratio 1.0 space 1600 30 1348 28 rule lifelib g3r2b7t8s7t9 sumpop 304392 
soup time 1596 pop 117 ratio 1.0 space 1600 30 1438 29 rule lifelib g3r2b7t9s7t9 sumpop 188412 
soup time 1596 pop 162 ratio 1.0 space 1600 30 1527 26 rule lifelib g3r2b7t10s7t9 sumpop 262608 
soup time 1596 pop 162 ratio 1.0 space 1600 30 1542 28 rule lifelib g3r2b7t11s7t9 sumpop 263160 
soup time 1596 pop 193 ratio 1.0 space 1600 30 1198 35 rule lifelib g3r2b7t12s7t9 sumpop 312972 
soup time 1596 pop 162 ratio 1.0 space 1600 30 1429 32 rule lifelib g3r2b7t13s7t9 sumpop 264876 
soup time 1596 pop 238 ratio 1.0 space 1600 30 1527 36 rule lifelib g3r2b7t14s7t9 sumpop 388896 
soup time 1596 pop 226 ratio 1.0 space 1600 30 1496 31 rule lifelib g3r2b7t7s7t10 sumpop 389748 
soup time 1596 pop 412 ratio 1.0 space 1600 30 1578 37 rule lifelib g3r2b7t8s7t10 sumpop 681936 
soup time 1596 pop 341 ratio 1.0 space 1600 30 2599 546 rule lifelib g3r2b7t9s7t10 sumpop 568992 
soup time 1596 pop 198 ratio 1.0 space 1600 30 1848 541 rule lifelib g3r2b7t10s7t10 sumpop 340728 
soup time 1596 pop 144 ratio 1.0 space 1600 30 1520 28 rule lifelib g3r2b7t11s7t10 sumpop 272448 
soup time 1596 pop 198 ratio 1.0 space 1600 30 1347 33 rule lifelib g3r2b7t12s7t10 sumpop 375696 
soup time 1596 pop 252 ratio 1.0 space 1600 30 1490 35 rule lifelib g3r2b7t13s7t10 sumpop 479124 
soup time 1596 pop 162 ratio 1.0 space 1600 30 1001 36 rule lifelib g3r2b7t14s7t10 sumpop 365760 
soup time 1596 pop 2440 ratio 0.6 space 1600 30 1587 371 rule lifelib g3r2b7t7s7t11 sumpop 8695200 
soup time 900 pop 97661 ratio 1.9 space 1600 30 1937 813 rule lifelib g3r2b7t8s7t11 sumpop 47607660 
