lifelib r2bd61a80s8e68e0 R2,C2,S6-8,12,14,15,18-20,24,B8,10,12,13,18,19,21,23,24,NM
lifelib r2bf56cc0sf5e9c0 R2,C2,S7-9,12,14-17,19,21-24,B7,8,11,12,14,15,17,19,21-24,NM
lifelib r2bfd8ac0sae68e0 R2,C2,S6-8,12,14,15,18-20,22,24,B7,8,10,12,16,17,19-24,NM
lifelib r2b3bd640sff50e0 R2,C2,S6-8,13,15,17-24,B7,10,11,13,15-18,20-22,NM
lifelib r2bc39a80se1c0e0 R2,C2,S6-8,15-17,22-24,B8,10,12,13,16-18,23,24,NM
lifelib r2b4cca80s0a41e0 R2,C2,S6-9,15,18,20,B8,10,12,15,16,19,20,23,NM
lifelib r2b903e40s40c0c0 R2,C2,S7,8,15,16,23,B7,10-14,21,24,NM
lifelib r2be3d440sddb1e0 R2,C2,S6-9,13,14,16,17,19-21,23,24,B7,11,13,15-18,22-24,NM
lifelib r2bad4a80sdf49e0 R2,C2,S6-9,12,15,17-21,23,24,B8,10,12,15,17,19,20,22,24,NM
lifelib r2be0fe40s5950c0 R2,C2,S7,8,13,15,17,20,21,23,B7,10-16,22-24,NM
lifelib r2bdb1a80sd7b9e0 R2,C2,S6-9,12-14,16-19,21,23,24,B8,10,12,13,17,18,20,21,23,24,NM
lifelib r2bfe9a80s93d1e0 R2,C2,S6-9,13,15-18,21,24,B8,10,12,13,16,18-24,NM
lifelib r2beaaac0s8518e0 R2,C2,S6-8,12,13,17,19,24,B7,8,10,12,14,16,18,20,22-24,NM
lifelib r2bfe6a80s4f40e0 R2,C2,S6-8,15,17-20,23,B8,10,12,14,15,18-24,NM
lifelib r2b620e40s35f0c0 R2,C2,S7,8,13-17,19,21,22,B7,10-12,18,22,23,NM
lifelib r2b85a0c0s83c9e0 R2,C2,S6-9,12,15-18,24,B7,8,14,16,17,19,24,NM
lifelib r2b235a80sebe1e0 R2,C2,S6-9,14-18,20,22-24,B8,10,12,13,15,17,18,22,NM
lifelib r2bfcea80sff69e0 R2,C2,S6-9,12,14,15,17-24,B8,10,12,14-16,19-24,NM
lifelib r2b6bfa80s85c0e0 R2,C2,S6-8,15-17,19,24,B8,10,12-18,20,22,23,NM
lifelib r2b5aea80s6848e0 R2,C2,S6-8,12,15,20,22,23,B8,10,12,14-16,18,20,21,23,NM
lifelib r2b3fc2c0s21f8e0 R2,C2,S6-8,12-17,22,B7,8,10,15-22,NM
lifelib r2be3ca80s77d1e0 R2,C2,S6-9,13,15-19,21-23,B8,10,12,15-18,22-24,NM
lifelib r2bff6240sfdf1e0 R2,C2,S6-9,13-17,19-24,B7,10,14,15,17-24,NM
lifelib r2b6be640sf190e0 R2,C2,S6-8,13,16,17,21-24,B7,10,11,14-18,20,22,23,NM
lifelib r2b56c640s3d81c0 R2,C2,S7-9,16,17,19-22,B7,10,11,15,16,18,19,21,23,NM
lifelib r2b7fa640sfe31e0 R2,C2,S6-9,13,14,18-24,B7,10,11,14,16-23,NM
lifelib r2bfbaa80sfa58e0 R2,C2,S6-8,12,13,15,18,20-24,B8,10,12,14,16-18,20-24,NM
lifelib r2b2dca80s3ff9e0 R2,C2,S6-9,12-22,B8,10,12,15-17,19,20,22,NM
lifelib r2bb6fa80sb0d0e0 R2,C2,S6-8,13,15,16,21,22,24,B8,10,12-16,18,19,21,22,24,NM
lifelib r2ba40a80sf6b1e0 R2,C2,S6-9,13,14,16,18,19,21-24,B8,10,12,19,22,24,NM
lifelib r2bcffa80seb78e0 R2,C2,S6-8,12-15,17,18,20,22-24,B8,10,12-20,23,24,NM
lifelib r2bc6d640sbdf0e0 R2,C2,S6-8,13-17,19-22,24,B7,10,11,13,15,16,18,19,23,24,NM
lifelib r2b990a80s35b9e0 R2,C2,S6-9,12-14,16,17,19,21,22,B8,10,12,17,20,21,24,NM
lifelib r2b77fa80sf6a1e0 R2,C2,S6-9,14,16,18,19,21-24,B8,10,12-19,21-23,NM
lifelib r2bf6c640se038e0 R2,C2,S6-8,12-14,22-24,B7,10,11,15,16,18,19,21-24,NM
lifelib r2b62ea80sec88e0 R2,C2,S6-8,12,16,19,20,22-24,B8,10,12,14-16,18,22,23,NM
lifelib r2bba8440sa631e0 R2,C2,S6-9,13,14,18,19,22,24,B7,11,16,18,20-22,24,NM
lifelib r2b6f5a80sfe79e0 R2,C2,S6-9,12-15,18-24,B8,10,12,13,15,17-20,22,23,NM
lifelib r2bfefe40s67f1e0 R2,C2,S6-9,13-19,22,23,B7,10-16,18-24,NM
lifelib r2b8092c0sf7f8e0 R2,C2,S6-8,12-19,21-24,B7,8,10,13,16,24,NM
lifelib r2bf53a80sefa9e0 R2,C2,S6-9,12,14,16-20,22-24,B8,10,12-14,17,19,21-24,NM
lifelib r2b2c6a80sd4c1e0 R2,C2,S6-9,15,16,19,21,23,24,B8,10,12,14,15,19,20,22,NM
lifelib r2beffa80s7ff9e0 R2,C2,S6-9,12-23,B8,10,12-20,22-24,NM
lifelib r2bfffec0s7d61c0 R2,C2,S7-9,14,15,17,19-23,B7,8,10-24,NM
lifelib r2b91bec0sb6b1c0 R2,C2,S7-9,13,14,16,18,19,21,22,24,B7,8,10-14,16,17,21,24,NM
lifelib r2beeea80sff79e0 R2,C2,S6-9,12-15,17-24,B8,10,12,14-16,18-20,22-24,NM
lifelib r2bbfba80sbeb1e0 R2,C2,S6-9,13,14,16,18-22,24,B8,10,12-14,16-22,24,NM
lifelib r2b00b2c0s0888e0 R2,C2,S6-8,12,16,20,B7,8,10,13,14,16,NM
